Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-040738,2018-08,08/25/2018 16:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5522,VIRGINIA AVE,1, , ,5522,VIRGINIA,892825,994468.2
18-040039,2018-08,08/25/2018 16:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3739,OHIO AVE,19, , ,3749,OHIO,897552.3,1002722
18-040129,2018-08,08/25/2018 16:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5049,CHIPPEWA ST,14, , ,5049,CHIPPEWA,883585.1,1004481
18-040296,2018-08,08/25/2018 16:00,Y, , ,1, , 66701,3,LARCENY-BICYCLES UNDER $500,2414,MENARD ST,21, , ,2414,MENARD,903311.5,1008464
18-040097,2018-08,08/25/2018 16:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / SPRUCE ST,35, , , , ,908420.1,1015664
18-040042,2018-08,08/25/2018 16:30,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,1963,BURD AVE,50, , ,1952,BURD,885120.5,1033850
18-040229,2018-08,08/25/2018 16:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3721,WESTMINSTER PL,77, , , , ,895487.7,1021686
18-040041,2018-08,08/25/2018 16:30,Y, , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4330,SHREVE AVE,69, , ,4754,ANDERSON,894529,1036958
18-040074,2018-08,08/25/2018 17:00,Y, , ,1, , 51111,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,5355,PAGE BLVD,48,@ANNIE MALONE CHILDREN AND FAMILY S, ,5355,PAGE,884665.8,1030060
18-040695,2018-08,08/25/2018 17:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,SAINT LOUIS AVE / N VANDEVENTE,59, ,ALIAS ST LOUIS AVE/VANDEVENTER, , ,898253.1,1028621
18-040340,2018-08,08/25/2018 17:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,700,CLARK AVE,35, , ,700,CLARK,907901.1,1016212
18-040061,2018-08,08/25/2018 17:15,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,421,S 10TH ST,35, , , , ,906905.9,1016099
18-040063,2018-08,08/25/2018 17:20,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,421,S 10TH ST,35,CUPPLES STATION GARAGE, , , ,906905.9,1016099
18-040050,2018-08,08/25/2018 17:20,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4328,FAIRVIEW AVE,15, , ,4328,FAIRVIEW,887785.8,1006065
18-040060,2018-08,08/25/2018 17:23,Y, , ,1, , 69603,2,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",3920,HAMPTON AVE,14, , ,3920,HAMPTON,879176.4,1005385
18-040049,2018-08,08/25/2018 17:30,Y, , ,1, ,263499,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV ADM VIOL,700,CLARK AVE,35, ,@BUSCH STADIUM,700,CLARK,907901.1,1016212
18-040256,2018-08,08/25/2018 17:30,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,823,WASHINGTON AVE,35,MARRIOTT COURTYARD, ,823,WASHINGTON,908067.4,1018813
18-040174,2018-08,08/25/2018 17:34,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,200,S BROADWAY,35, , ,200,BROADWAY,908743.9,1016075
18-040058,2018-08,08/25/2018 17:39,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1204,S 11TH ST,34, ,REAR,1204,11TH,905424,1013560
18-040058,2018-08,08/25/2018 17:39,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1204,S 11TH ST,34, ,REAR,1204,11TH,905424,1013560
18-040058,2018-08,08/25/2018 17:39,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1204,S 11TH ST,34, ,REAR,1204,11TH,905424,1013560
18-040167,2018-08,08/25/2018 18:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,S BROADWAY / WALNUT ST,35, , , , ,908646.5,1016474
18-040159,2018-08,08/25/2018 18:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,200,S BROADWAY,35,STADIUM EAST GARAGE,STADIUM EAST GARAGE, , ,908743.9,1016075
18-040186,2018-08,08/25/2018 18:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4300,N EUCLID AVE,69, , ,4300,EUCLID,893346.1,1037333
18-040062,2018-08,08/25/2018 18:36,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4060,GRAVOIS AVE,15, , , , ,890404.3,1003784
18-040119,2018-08,08/25/2018 19:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5867,GOENER AVE,5, , ,5867,GOENER,884273.8,998432.4
18-040142,2018-08,08/25/2018 19:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / LOCUST ST,35, , , , ,908808.5,1017998
18-040919,2018-08,08/25/2018 19:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,888176.6,1029215
18-040886,2018-08,08/25/2018 19:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3701,LINDELL BLVD,77, , , , ,895417.8,1021428
18-040586,2018-08,08/25/2018 19:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6984,CHIPPEWA ST,8, , ,6984,CHIPPEWA,873944.8,1002735
18-040160,2018-08,08/25/2018 19:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",215,S 8TH ST,35,STADIUM WEST GARAGE, , , ,907487.6,1016506
18-041133,2018-08,08/25/2018 19:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6105,DELMAR BLVD,48, , ,6105,DELMAR,878266,1027593
18-040078,2018-08,08/25/2018 19:35,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MISSOURI AVE / PARK AVE,32,LAFAYETTE PARK, , , ,900862.3,1014080
18-040086,2018-08,08/25/2018 20:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5850,NEOSHO ST,8, , ,5850,NEOSHO,878880.9,1002276
18-040077,2018-08,08/25/2018 20:26,Y, , ,1, , 36111,6,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,8971,HALLS FERRY RD,74,FAMILY DOLLAR,FAMILY DOLLAR,8971,HALLS FERRY,894664.5,1051378
18-040076,2018-08,08/25/2018 20:30,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3642,MONTANA ST,16, ,FRONT PORCH,3642,MONTANA,892740.9,1001308
18-040075,2018-08,08/25/2018 20:45,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4447,NATURAL BRIDGE AVE,69,SAV A LOT PARKING LOT, ,4447,NATURAL BRIDGE,894946.5,1033224
18-040120,2018-08,08/25/2018 21:15,Y, , ,1, , 66601,2,"LARCENY-BICYCLES $500 - $24,999",7201,LANSDOWNE AVE,9,SHREWSBURY METROLINK, ,7201,LANSDOWNE,872005.1,1004597
18-040080,2018-08,08/25/2018 21:18,Y, , ,1, ,182240,1,DRUGS-POSSESSION/PHENMETRAZINE,8124,S BROADWAY,2, , ,8241,BROADWAY,888166.5,986659.1
18-040079,2018-08,08/25/2018 21:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,420,S 8TH ST,35,BUSCH STADIUM, ,420,8TH,907484.9,1015799
18-040130,2018-08,08/25/2018 21:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,S BROADWAY,35, , , , ,908743.9,1016075
18-041333,2018-08,08/25/2018 21:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6707,ALABAMA AVE,1, , ,6707,ALABAMA,889761.3,991815.4
18-040253,2018-08,08/25/2018 21:36,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,800,WASHINGTON AVE,35,RENAISSANCE GRAND HOTEL, ,800,WASHINGTON,908187.4,1018534
18-040179,2018-08,08/25/2018 22:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3720,LACLEDE AVE,37,CITY LOFTS ON LACLEDE, ,1325,GRAND,894906.8,1020188
18-040081,2018-08,08/25/2018 22:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,420,S 8TH ST,35,BUSCH STADIUM, ,420,8TH,907484.9,1015799
18-040117,2018-08,08/25/2018 22:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1212,N 13TH ST,61,BIDDLE HOUSE SHELTER, ,1212,13TH,907279.1,1021157
18-040083,2018-08,08/25/2018 22:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",600,N KINGSHIGHWAY BLVD,38, , ,3943,MAFFITT,887891.8,1025894
18-040124,2018-08,08/25/2018 22:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BLOW ST / IDAHO AVE,1, , ,6811,MICHIGAN,888860.3,991058.1
18-040087,2018-08,08/25/2018 22:45,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3710,PALM ST,59, , ,3710,PALM,900204.6,1029609
18-040139,2018-08,08/25/2018 22:45,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,1526,SELLS AVE,74, , ,1526,SELLS,893973.7,1049388
18-040101,2018-08,08/25/2018 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3114,FRANKLIN AVE,59, , ,3114,FRANKLIN,899509.6,1021943
18-040085,2018-08,08/25/2018 23:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,2908,N NEWSTEAD AVE,56, , ,2908,NEWSTEAD,894460.1,1030860
18-040149,2018-08,08/25/2018 23:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S 9TH ST / CLARK AVE,35, ,CPD,919,JEFFERSON,907301,1016358
18-040178,2018-08,08/25/2018 23:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / LUCAS AVE,36, , , , ,906073.7,1019412
18-040088,2018-08,08/25/2018 23:20,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3552,GRAVOIS AVE,19,PATRICIA S, ,3552,GRAVOIS,893516.4,1004609
18-040091,2018-08,08/25/2018 23:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,900,S TUCKER BLVD,34,STREET, , , ,905532,1014351
18-040089,2018-08,08/25/2018 23:38,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2900,N BROADWAY,64, , , , ,908451.1,1027282
18-040092,2018-08,08/25/2018 23:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4904,HOOKE AVE,71, , ,4904,HOOKE,893970,1038610
18-040568,2018-08,08/26/2016 19:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,701,CONVENTION PZ,35, ,CONVENTION CENTER,4050,WEST PINE,908773.3,1019107
18-040122,2018-08,08/26/2018 00:01,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,3140,MIAMI ST,19, , ,3140,MIAMI,895407.4,1004065
18-040168,2018-08,08/26/2018 00:01,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2916,MIAMI ST,19, , ,2916,MIAMI,896295.3,1003927
18-040885,2018-08,08/26/2018 00:01,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 11TH ST / PINE ST,35, , , , ,907099.4,1017903
18-040180,2018-08,08/26/2018 00:01,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1921,SIDNEY ST,22, , ,1921,SIDNEY,901379,1008709
18-040121,2018-08,08/26/2018 00:02,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1215,N 8TH ST,62, , ,1215,8TH,908870.6,1020751
18-040162,2018-08,08/26/2018 00:02,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",5209,DEVONSHIRE AVE,7, , ,5209,DEVONSHIRE,882972.6,1002895
18-040090,2018-08,08/26/2018 00:04,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2700,N BROADWAY,64, ,ALIAS BROADWAY/ST LOUIS, , ,908671.4,1026723
18-040094,2018-08,08/26/2018 00:29,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",6020,N BROADWAY,79,MOBILE GAS STATION, ,6020,BROADWAY,900874.1,1038184
18-040099,2018-08,08/26/2018 00:30,Y, , ,1, , 43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4640,VARRELMANN AVE,5, , ,4600,GRAVOIS,887858.3,1000934
18-040098,2018-08,08/26/2018 00:40,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3443,DUNNICA AVE,16, , ,3443,DUNNICA,893861.5,1002825
18-040100,2018-08,08/26/2018 00:45,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,601,CLARK AVE,35, ,BALLPARK VILLAGE,601,CLARK,908223.8,1016086
18-040102,2018-08,08/26/2018 01:00,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5051,HIGHLAND AVE,52, ,PARKING LOT,5050,HIGHLAND,888690.9,1032674
18-040116,2018-08,08/26/2018 01:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,700, ,35, , , , ,0,0
18-040170,2018-08,08/26/2018 01:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,N 1ST ST / MORGAN ST,35, , , , ,910742.9,1018618
18-040103,2018-08,08/26/2018 01:03,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4321,N BROADWAY,64, , , , ,905524.6,1032890
18-040111,2018-08,08/26/2018 01:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1000,CLARK AVE,35,TIN ROOF, , , ,906803,1016334
18-040204,2018-08,08/26/2018 01:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3700,NORTH MARKET ST,59, , , , ,898485,1026327
18-040107,2018-08,08/26/2018 01:40,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1516,LASALLE LN,33, , , , ,904006.9,1014252
18-040105,2018-08,08/26/2018 01:44,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1400,WASHINGTON AVE,36, , , , ,905919.7,1019148
18-040106,2018-08,08/26/2018 02:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / SHREVE AVE,69,EXIT RAMP,ALIAS I 70 WB/SHREVE, , ,894744.3,1037701
18-040140,2018-08,08/26/2018 02:00,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3952,CLAYTON AVE,39,PREST-X,WAREHOUSE/OFFICE,3952,CLAYTON,892770.8,1018825
18-040746,2018-08,08/26/2018 02:30,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,900,CLARK AVE,35, , ,900,CLARK,907299.4,1016358
18-040109,2018-08,08/26/2018 02:40,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1317,N 16TH ST,61, , ,1317,16TH,906108.3,1021867
18-040109,2018-08,08/26/2018 02:40,Y, , ,1, , 44016,4,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,1317,N 16TH ST,61, , ,1317,16TH,906108.3,1021867
18-040128,2018-08,08/26/2018 03:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4399,FOREST PARK AVE,38, ,APT 160,4399,FOREST PARK,890245.9,1021299
18-040110,2018-08,08/26/2018 03:10,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,4200,IOWA AVE,17, , , , ,0,0
18-040113,2018-08,08/26/2018 04:06,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,W PARK AVE / TAMM AVE,42, ,WEST PARK/TAMM, , ,879287.9,1017292
18-040138,2018-08,08/26/2018 04:16,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,GRAVOIS AVE / I 55 NORTHBOUND,21, , , , ,902641.6,1010681
18-040158,2018-08,08/26/2018 05:00,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1001,MCCAUSLAND AVE,44, ,@HI POINT CINEMA, , ,875910.9,1019276
18-040330,2018-08,08/26/2018 05:00,Y, , ,1, , 51321,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,3902,LINDELL BLVD,38, , ,3902,LINDELL,894092.9,1021472
18-040354,2018-08,08/26/2018 05:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2218,ST LOUIS AVE,60, , ,2218,ST LOUIS,904142.9,1026227
18-040115,2018-08,08/26/2018 05:38,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
18-040503,2018-08,08/26/2018 05:38,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16,QUIK TRIP, ,4101,GRAVOIS,889849,1003566
18-040118,2018-08,08/26/2018 06:10,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,6038,MAPLE AVE,48, , ,5900,MAPLE,879184.5,1029762
18-040399,2018-08,08/26/2018 07:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3732,COZENS AVE,77, , ,3732,COZENS,897435.6,1025101
18-040977,2018-08,08/26/2018 07:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4321,TAFT AVE,5, , ,4321,TAFT,887064.2,1002698
18-040200,2018-08,08/26/2018 08:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3444,CHIPPEWA ST,16, , ,4444,CHIPPEWA,893855.7,1002971
18-041163,2018-08,08/26/2018 08:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6261,KINSEY PL,8, , ,6261,KINSEY,877422.4,1000590
18-040148,2018-08,08/26/2018 08:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6062,CATES AVE,48, , ,6062,CATES,878771.2,1028583
18-040733,2018-08,08/26/2018 08:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,I 44 WESTBOUND / S JEFFERSON A,32, , , , ,899895.3,1012452
18-040223,2018-08,08/26/2018 09:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,0,DEVONSHIRE AVE / PRATHER AVE,8, , , , ,875229.1,1003235
18-040187,2018-08,08/26/2018 09:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3652,S COMPTON AVE,19, , ,3652,COMPTON,895208.3,1003602
18-040297,2018-08,08/26/2018 09:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5924,ROMAINE PL,78, , ,5924,ROMAINE,881412.3,1033128
18-040144,2018-08,08/26/2018 10:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3237,S GRAND BLVD,15,GAS MART, ,3237,GRAND,893577.8,1006688
18-040150,2018-08,08/26/2018 10:45,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4018,W FLORISSANT AVE,68, , , , ,900356.1,1034168
18-040216,2018-08,08/26/2018 11:00,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,2300,S 10TH ST,21, , ,2300,10TH,903909.4,1009178
18-040370,2018-08,08/26/2018 11:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1500,OLIVE ST,36, , ,1500,OLIVE,905442.8,1018627
18-040155,2018-08,08/26/2018 11:10,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,BRANNON AVE / MARDEL AVE,14, , , , ,883316.2,1005053
18-040154,2018-08,08/26/2018 11:23,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5604,GRAVOIS AVE,5,7-11,7-11,5604,GRAVOIS,885345.8,999210.5
18-040188,2018-08,08/26/2018 11:25,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,500,PINE ST,35,KIENER EAST GARAGE, ,500,PINE,908732.9,1017197
18-040205,2018-08,08/26/2018 11:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1003,GOODFELLOW BLVD,48, , ,1015,GOODFELLOW,881293.6,1029690
18-040195,2018-08,08/26/2018 11:40,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N BROADWAY / LUCAS AVE,35, , , , ,909402.8,1018714
18-040784,2018-08,08/26/2018 11:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",430,S 15TH ST,36, ,@GREYHOUND,430,15TH,904845.8,1016613
18-041060,2018-08,08/26/2018 12:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5058,OLEATHA AVE,14, , ,5058,OLEATHA,883717.9,1006126
18-040782,2018-08,08/26/2018 12:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1827,OFALLON ST,61, , ,1827,OFALLON,905170.9,1022126
18-041082,2018-08,08/26/2018 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,6177,LUCILLE AVE,76, , ,6177,LUCILLE,888925.1,1046331
18-040171,2018-08,08/26/2018 12:15,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,35,S GRAND BLVD,37,CIRCLE K, ,35,GRAND,896073.6,1019677
18-040163,2018-08,08/26/2018 12:34,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1415,DR MARTIN LUTHER KING DR,36, , , , ,906368.6,1020253
18-040165,2018-08,08/26/2018 13:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N GRAND BLVD / PAGE BLVD,77, , , , ,898094.5,1024134
18-040217,2018-08,08/26/2018 13:30,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3644,BATES ST,3, , ,3644,BATES,889977.5,996132.9
18-040284,2018-08,08/26/2018 14:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4038,BOTANICAL AVE,27, , ,4038,BOTANICAL,891522.3,1010818
18-040172,2018-08,08/26/2018 14:07,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,7557,HALL ST,74, , ,7557,HALL,898564.8,1045187
18-040176,2018-08,08/26/2018 14:10,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1303,WASHINGTON AVE,36, , , , ,906331.1,1019267
18-040181,2018-08,08/26/2018 14:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 4TH ST / WASHINGTON AVE,35, , , , ,909581.6,1018292
18-040175,2018-08,08/26/2018 14:37,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,PAGE BLVD,58, , ,1425,BLACKSTONE,894434.1,1026020
18-040183,2018-08,08/26/2018 14:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,CLARENDON AVE / MAPLE AVE,51, , , , ,886068.6,1029141
18-040628,2018-08,08/26/2018 15:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3739,OHIO AVE,19, , ,3739,PAGE,897552.3,1002722
18-040189,2018-08,08/26/2018 15:10,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3552,GRAVOIS AVE,19,PATRICIA S GRAVOIS GIFT SHOP, ,3552,GRAVOIS,893516.4,1004609
18-040422,2018-08,08/26/2018 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4155,MAGNOLIA AVE,27, , ,4155,MAGNOLIA,890533.3,1010689
18-040220,2018-08,08/26/2018 16:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4417,SHAW BLVD,13, , ,4417,SHAW,888971.1,1013583
18-040239,2018-08,08/26/2018 16:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5887,ETZEL AVE,48, , ,5887,ETZEL,880745.1,1031008
18-040207,2018-08,08/26/2018 16:50,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,529,CHESTNUT ST,35,TGI FRIDAYS, ,529,CHESTNUT,908732.9,1017197
18-040192,2018-08,08/26/2018 16:50,Y, , ,1, ,250000,4,LOITERING-BEGGING,1101,SALISBURY ST,65, , , , ,906367.1,1029962
18-040194,2018-08,08/26/2018 16:50,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,ARSENAL ST / S JEFFERSON AVE,22, , , , ,899098.9,1007153
18-040197,2018-08,08/26/2018 17:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / UNION BLVD,70, ,ALIAS WB 70/UNION, , ,891330.3,1039689
18-040202,2018-08,08/26/2018 17:36,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5255,COTE BRILLIANTE AVE,52, , , , ,887255.1,1032211
